threshold,true_positive,false_positive,false_negative,true_negative,sensitivity,specificity,false_alarm_rate,precision,negative_predictive_value,alert_rate,balanced_accuracy,youden_j
0.2925606667995453,115,584,0,69,1.0,0.10566615620214395,0.8943338437978561,0.16452074391988555,1.0,0.91015625,0.552833078101072,0.10566615620214392
0.2926355302333832,115,583,0,70,1.0,0.10719754977029096,0.892802450229709,0.16475644699140402,1.0,0.9088541666666666,0.5535987748851455,0.10719754977029106
0.2942867577075958,115,582,0,71,1.0,0.10872894333843798,0.891271056661562,0.1649928263988522,1.0,0.9075520833333334,0.554364471669219,0.10872894333843797
0.29470545053482056,115,581,0,72,1.0,0.11026033690658499,0.889739663093415,0.16522988505747127,1.0,0.90625,0.5551301684532925,0.1102603369065851
0.2949608862400055,115,580,0,73,1.0,0.11179173047473201,0.888208269525268,0.16546762589928057,1.0,0.9049479166666666,0.555895865237366,0.11179173047473201
0.29538941383361816,115,579,0,74,1.0,0.11332312404287902,0.886676875957121,0.16570605187319884,1.0,0.9036458333333334,0.5566615620214395,0.11332312404287892
0.2954019010066986,115,578,0,75,1.0,0.11485451761102604,0.885145482388974,0.16594516594516595,1.0,0.90234375,0.557427258805513,0.11485451761102605
0.2955337166786194,115,577,0,76,1.0,0.11638591117917305,0.8836140888208269,0.16618497109826588,1.0,0.9010416666666666,0.5581929555895865,0.11638591117917296
0.29583269357681274,115,576,0,77,1.0,0.11791730474732007,0.8820826952526799,0.16642547033285093,1.0,0.8997395833333334,0.55895865237366,0.1179173047473201
0.29638853669166565,115,575,0,78,1.0,0.11944869831546708,0.8805513016845329,0.16666666666666666,1.0,0.8984375,0.5597243491577335,0.119448698315467
0.2964842915534973,115,574,0,79,1.0,0.12098009188361408,0.8790199081163859,0.16690856313497823,1.0,0.8971354166666666,0.5604900459418071,0.12098009188361414
0.2970796525478363,115,573,0,80,1.0,0.1225114854517611,0.877488514548239,0.16715116279069767,1.0,0.8958333333333334,0.5612557427258805,0.12251148545176105
0.29764634370803833,115,572,0,81,1.0,0.12404287901990811,0.8759571209800919,0.16739446870451238,1.0,0.89453125,0.5620214395099541,0.12404287901990818
0.29842060804367065,115,571,0,82,1.0,0.12557427258805512,0.8744257274119449,0.16763848396501457,1.0,0.8932291666666666,0.5627871362940275,0.1255742725880551
0.29977598786354065,115,570,0,83,1.0,0.12710566615620214,0.8728943338437979,0.1678832116788321,1.0,0.8919270833333334,0.5635528330781011,0.12710566615620222
